,station,time,lat,lon,y,x,bathy,u_water,v_water,u_wind,v_wind,temp,salinity,surface_elev
0,8773259 Port Lavaca,2019-10-02 19:59:52.968750,28.642152786254883,263.3908996582031,5331091.0,484927.65625,1.5,-0.027989044785499573,0.008823567070066929,-3.539602279663086,1.0931103229522705,29.223419189453125,23.01297950744629,0.2614956200122833
1,8773701 Port Oconno,2019-10-02 19:59:52.968750,28.4517765045166,263.6123962402344,5310333.0,506941.0625,4.017000198364258,0.012792610563337803,-0.13527387380599976,-5.124333381652832,0.27091866731643677,29.33249855041504,28.144521713256836,0.23078112304210663
2,8772447 USCG Freepo,2019-10-02 19:59:52.968750,28.93999481201172,264.70660400390625,5366702.0,612740.9375,14.0,-0.08537519723176956,-0.08270347863435745,-4.891883850097656,0.4366336166858673,29.282438278198242,25.807615280151367,0.1959911286830902
3,8771510 Galvest Pl ,2019-10-02 19:59:52.968750,29.286357879638672,265.2127685546875,5406451.0,660964.0625,2.683000087738037,-0.08078259229660034,-0.05027087777853012,-5.526363849639893,-0.8368500471115112,29.01083755493164,22.979679107666016,0.18784727156162262
4,8771450 Galvest Pie,2019-10-02 19:59:52.968750,29.309926986694336,265.2072448730469,5409048.5,660350.4375,6.699999809265137,0.05459224432706833,0.02252371236681938,-5.338327407836914,-1.018477439880371,28.861034393310547,19.684633255004883,0.15641461312770844
5,8771341 GB North Jt,2019-10-02 19:59:52.968750,29.357389450073242,265.2768249511719,5414511.0,666954.1875,3.8399999141693115,0.3349296450614929,-0.09023609757423401,-5.676229476928711,-2.2866976261138916,28.670042037963867,16.785017013549805,0.1763915717601776
6,"8771013 Eagle Pt, T",2019-10-02 19:59:52.968750,29.480512619018555,265.08111572265625,5427609.5,647556.9375,1.5,-0.054924625903367996,-0.06678216904401779,-6.344488143920898,1.6612805128097534,28.876541137695312,13.849265098571777,0.21658581495285034
7,8770971 Rollover Pa,2019-10-02 19:59:52.968750,29.515174865722656,265.48675537109375,5432633.0,686791.4375,4.0,-0.11157514899969101,-0.06430809199810028,-3.924389362335205,1.1464937925338745,29.012041091918945,8.732813835144043,0.16010461747646332
8,"8770933 Clear Lake,",2019-10-02 19:59:52.968750,29.55237579345703,264.98150634765625,5435308.0,637672.125,2.0999999046325684,-0.015505579300224781,-0.04776635393500328,-5.54472541809082,1.2843137979507446,28.70795440673828,11.842758178710938,0.2335558384656906
9,"8770777 Manchester,",2019-10-02 19:59:52.968750,29.72538948059082,264.7349853515625,5453862.0,613275.4375,10.041000366210938,-0.04132414609193802,-0.010509099811315536,-4.252213001251221,0.07026787847280502,30.017953872680664,0.017504362389445305,0.25543662905693054
